N,P,K,temperature,humidity,ph,rainfall,label
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans
69,37,42,23.05804872,83.37011772,7.073453503,251.0549998,rice
7,21,35,25.76011662,94.65830608,5.764812076,131.2451414,coconut
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
101,13,54,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
66,47,36,24.85441411,74.4407048,6.57256106,175.572958,jute
89,52,45,24.89326318,77.01222585,7.207457208,196.469984,jute
3,27,44,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,jute
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,blackgram
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
29,21,45,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
30,25,31,26.31270635,98.62048026,5.804965067,208.1181381,coconut
90,50,44,26.91643698,73.48655995,6.253408852,171.4716375,jute
103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
120,25,50,28.05457761,94.81637388,6.327210469,21.84869328,muskmelon
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans
11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
1,67,21,27.52135365,60.53657684,6.551577598,48.06491307,lentil
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton
26,63,17,29.87854588,65.73085206,6.950300686,44.95654782,lentil
115,9,52,29.06785065,90.97685539,6.019372459,29.1194739,muskmelon
6,68,18,24.388717,62.50453062,6.711341147,47.26052494,lentil
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
83,10,53,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,mungbean
110,25,54,28.91105641,90.78413842,6.425930938,23.44398467,muskmelon
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
81,30,48,28.52379742,92.09688432,6.041027474,29.86681385,muskmelon
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
16,139,203,17.82803682,80.96093443,6.27564088,65.84748763,grapes
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,chickpea
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
37,144,197,11.18994268,80.8084305,6.415555956,66.34234944,grapes
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana
12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,kidneybeans
30,127,204,22.50050273,92.45878335,6.126436584,100.9343903,apple
109,12,48,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
39,5,31,27.10134661,93.69979946,5.551963184,150.9502632,coconut
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya
40,143,201,24.97256132,82.72828653,6.476757723,66.70016285,grapes
87,6,45,29.82729394,90.79007335,6.40077205,22.84203589,muskmelon
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon
22,38,31,31.53356352,53.06009323,5.821106036,98.57025046,mango
11,72,20,19.52226241,24.92607153,5.951177452,113.334026,kidneybeans
28,72,84,18.72963144,19.18197264,6.481783043,71.58010169,chickpea
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,kidneybeans
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
8,28,30,25.51618488,94.33465411,6.015672239,135.1272491,coconut
115,18,53,29.17052093,94.19790371,6.012480351,22.06994464,muskmelon
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
91,75,55,27.48612983,76.11239849,6.212369363,109.2768851,banana
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,kidneybeans
14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,kidneybeans
26,65,22,17.84806561,18.77621951,5.949949081,143.0984171,kidneybeans
55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute
37,77,20,25.93381964,68.70533022,7.080506001,51.02372773,lentil
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,jute
27,80,15,19.07096165,21.21092266,5.788386951,86.21917578,kidneybeans
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,mothbeans
90,49,21,24.84016732,68.3584573,6.472523287,74.05474936,maize
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
85,37,39,24.52783742,82.73685569,6.364134968,224.6757231,rice
27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,kidneybeans
34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice
127,53,24,22.21506982,76.17851932,6.127939628,70.40557612,cotton
98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
29,8,28,26.87037587,91.72546257,6.100429497,214.4128874,coconut
121,45,22,22.45942937,81.30681027,6.443785385,64.23026638,cotton
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
112,25,51,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize
110,22,47,29.03157242,91.82172592,6.243673725,24.93861254,muskmelon
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana
18,57,21,27.37659643,63.93927841,6.155915975,49.47371773,lentil
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
23,138,200,9.851242629,80.22631717,5.96537863,68.42802444,grapes
126,50,19,24.69457084,81.7358876,6.628722836,78.58494391,cotton
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
36,133,198,25.51939719,83.98351748,6.2286454,69.17281221,grapes
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize
55,66,22,30.91219459,68.79427388,7.747775263,66.63830637,blackgram
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
100,58,41,23.17403323,87.88255345,6.658769991,160.6217342,jute
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute
15,125,199,18.4269936,80.55625868,5.569230319,69.75734306,grapes
22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,kidneybeans
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,mothbeans
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize
98,43,35,25.40785911,76.44048625,7.319952206,188.6372826,jute
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes
27,76,83,19.12829388,14.92241479,6.289614016,89.61857826,chickpea
8,136,201,41.65602996,82.22118237,5.609255992,74.19664838,grapes
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
58,66,79,20.99373558,19.33470387,8.718192847,93.55280105,chickpea
15,123,204,22.52709326,92.54780429,6.365972688,115.3830068,apple
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,mungbean
105,93,46,25.01018457,78.76260938,5.760457558,108.3690513,banana
96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana
14,8,43,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton
81,34,30,25.17787724,62.26244581,6.647765997,135.0119649,coffee
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,mungbean
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
97,59,43,26.35927159,84.04403589,6.286500176,271.3586137,rice
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil
2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
94,53,40,20.27774362,82.89408619,5.718627178,241.9741949,rice
37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,kidneybeans
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
14,67,25,25.28710601,60.85993533,7.241151936,49.37369982,lentil
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton
98,35,18,23.79746068,74.82913698,6.252797548,91.76337172,maize
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute
6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,pigeonpeas
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
102,28,54,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,kidneybeans
28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
14,23,25,26.18552389,96.96637916,5.612122797,135.4186222,coconut
29,34,26,33.88004781,54.39416048,6.273953676,89.29147581,mango
27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
31,20,26,25.56567803,97.61361544,6.443168642,199.7936345,coconut
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
20,27,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
83,11,53,29.54097171,92.91778307,6.163921248,21.9653077,muskmelon
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
5,13,37,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
119,44,15,22.14593688,82.8597549,7.091992365,60.65381719,cotton
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
32,56,18,20.0467711,65.84395319,7.135251532,46.05333124,lentil
70,43,40,24.35564134,88.80391021,6.176860192,169.1168028,jute
5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,apple
18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
5,23,15,25.66901098,92.04670813,7.408939392,112.5424199,orange
40,30,35,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,lentil
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans
44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,orange
110,14,51,27.02415146,91.66737633,6.085444691,21.26034986,muskmelon
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut
104,25,55,29.81196601,90.36881284,6.123802502,22.68766503,muskmelon
16,65,19,27.61204997,69.29786244,7.043160241,42.72374404,lentil
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
21,135,198,23.86087054,94.92048112,5.765015126,105.0241329,apple
118,31,34,27.54823036,62.88179198,6.123796057,181.4170812,coffee
32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
6,47,18,29.16174608,80.28038146,6.715276663,40.16545979,mungbean
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
26,80,83,17.08498521,16.14565756,7.528599957,71.31007253,chickpea
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya
99,6,45,26.12588914,86.5507939,6.000975617,40.71210074,watermelon
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
26,56,22,23.05276444,60.424786,7.011121216,52.60285259,lentil
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya
117,27,48,26.53259325,82.39053979,6.835268184,54.30660782,watermelon
29,139,205,23.64142354,93.74461474,6.155939453,116.6912176,apple
90,44,38,23.83509503,83.88387074,7.473134377,241.2013513,rice
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
34,71,79,17.927806,15.85622899,7.728998197,74.63872762,chickpea
85,21,47,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
6,142,202,27.23708304,82.94573346,6.224542938,70.42508897,grapes
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,mungbean
19,65,25,18.09551014,18.29318436,5.625096446,144.7902323,kidneybeans
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee
50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
1,12,30,27.754298,95.94643831,5.56222383,131.0900076,coconut
37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,kidneybeans
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
16,130,201,29.12033769,82.79092939,5.682395429,68.8503047,grapes
95,74,50,25.90113128,80.47152737,6.002481605,110.10323,banana
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
101,17,55,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice
29,76,15,28.5417236,64.2020154,7.025607706,69.68862306,blackgram
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,chickpea
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
39,24,39,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize
94,70,48,25.13686519,84.88394407,6.195152442,91.46442491,banana
1,27,36,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango
31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,kidneybeans
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean
117,82,45,25.29391516,79.29122198,5.614471478,105.4220251,banana
38,141,198,13.05809741,80.28297993,5.757009965,70.75633584,grapes
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
24,70,16,25.17885316,68.93307305,6.54803469,35.03484812,lentil
39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans
105,14,50,26.2148837,87.6883982,6.419052193,59.65590798,watermelon
111,6,53,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
67,43,39,26.04371967,84.96907151,5.999969026,186.7536773,rice
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans
30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil
36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,chickpea
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean
37,66,85,20.93175255,18.91295403,6.456148474,78.06910795,chickpea
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil
20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,pigeonpeas
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize
1,8,26,27.5136304,94.18955816,5.562911913,156.6732553,coconut
22,78,76,17.84851658,19.09172907,8.621662982,76.32470713,chickpea
90,16,45,24.92093261,80.61750795,6.291540278,50.55710813,watermelon
103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana
93,53,38,26.92995077,81.91411159,7.069172227,290.6793783,rice
81,56,36,23.39605743,72.60512854,7.097586415,174.7876411,jute
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
15,133,199,23.99686172,91.61001707,5.824778636,117.6102915,apple
27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,pigeonpeas
111,79,53,28.31193338,75.77363772,6.165001278,119.695765,banana
13,74,25,24.12192608,61.09533545,6.461618577,44.23629285,lentil
22,60,18,19.59221047,61.28633405,6.74398035,41.7704893,lentil
73,45,21,24.60532218,73.58868502,6.636803223,96.59195302,maize
123,50,16,23.04920461,75.53835214,6.498052108,70.65644296,cotton
118,12,47,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
105,77,52,29.16226551,76.16151562,5.816622479,100.0075679,banana
82,13,52,27.11535046,94.86907886,6.442810053,26.51924782,muskmelon
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
22,23,44,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
129,47,20,24.41212325,80.80343786,6.281913858,98.60457373,cotton
95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
118,45,23,23.37044424,77.43198948,7.977651226,71.67870701,cotton
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
95,7,45,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon
5,21,38,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,apple
82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
56,76,16,28.27265858,61.18956161,7.513151076,63.29900785,blackgram
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas
60,48,39,24.28209415,80.30025587,7.042299069,231.0863347,rice
16,6,29,29.28725038,91.95614918,5.868285082,132.1491176,coconut
89,60,19,25.19192419,66.6902901,5.913664501,78.06639649,maize
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,mothbeans
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut
113,19,46,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
105,95,50,27.33368994,83.67675197,5.849076099,101.0494791,banana
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
39,127,202,15.3246651,81.67215994,6.477768039,71.60102999,grapes
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
31,29,26,28.22373428,47.40519056,5.024124684,97.76832322,mango
82,18,48,29.09588297,94.16748386,6.159050816,26.70581328,muskmelon
1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas
93,20,50,29.93061247,93.22980899,6.448792689,24.34814338,muskmelon
27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,kidneybeans
27,60,17,26.41768321,63.64698302,7.026795359,64.42177127,blackgram
47,80,77,17.18248372,16.42891834,7.561108006,72.85017344,chickpea
6,37,17,28.08657178,80.35005927,6.760694228,38.14476781,mungbean
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,coffee
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,cotton
34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
40,22,29,27.55821802,99.98187601,5.735364307,174.6256481,coconut
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
39,30,38,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean
40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
59,60,84,19.03025305,18.66725565,7.690962338,94.70992037,chickpea
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,mothbeans
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
32,129,201,16.36251869,83.00471609,6.48754639,71.55665483,grapes
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
