N,P,K,temperature,humidity,ph,rainfall,label
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
106,70,55,25.86824781,78.52399914,5.74055541,116.3019555,banana
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee
30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
9,77,17,21.65845777,63.58337146,6.280725549,38.07659414,lentil
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut
38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
82,46,41,23.3250131,79.79609448,6.581693772,187.3096148,jute
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee
65,60,22,25.36768364,72.52054555,6.606984086,107.9124111,maize
111,39,22,22.60361557,80.3509046,6.135025006,88.57395505,cotton
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice
5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize
116,71,47,27.57278064,82.0638878,6.435785799,91.34276507,banana
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil
33,75,84,19.46210401,18.72831993,7.217018459,68.81405149,chickpea
35,30,34,28.2974764,95.41122824,6.141502001,182.4482352,coconut
22,68,16,27.70496805,63.20915034,7.74672376,37.46160727,lentil
114,27,48,27.82054812,93.03555162,6.528404378,26.32405487,muskmelon
59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean
75,41,35,24.97042599,78.62697699,6.856833064,166.6415254,jute
30,65,82,20.71424384,15.27824066,7.103798069,76.77888672,chickpea
92,81,52,28.0106804,76.52808057,5.891413895,103.7040783,banana
119,72,55,25.99069521,83.33983116,6.220643671,112.0777152,banana
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
61,41,17,25.1420613,65.26185135,6.021902237,76.68456006,maize
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
33,31,34,31.32995611,50.22287593,5.421265283,89.78216168,mango
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
40,61,22,20.94981756,65.8108757,7.002216044,44.23913012,lentil
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
0,65,24,28.49584395,62.44616219,7.841496029,53.14531023,lentil
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon
84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
64,35,23,23.02038334,61.89472002,5.680361038,63.03843397,maize
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil
76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
32,137,204,22.86006627,93.12859895,5.824151693,117.7296726,apple
11,124,204,13.42988625,80.06633966,6.361141107,71.40043037,grapes
114,40,17,24.32630461,80.13456404,6.363406102,69.45072055,cotton
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana
131,49,22,25.49848236,79.9751579,7.306918817,67.05961949,cotton
89,85,55,26.6719835,76.48541655,6.275384607,91.73358569,banana
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,mungbean
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
20,7,45,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
52,70,16,33.66855394,66.60416867,7.534811833,67.32520551,blackgram
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
58,71,15,27.82592799,67.5861883,6.919243702,74.01229707,blackgram
111,15,54,27.7058373,92.91185695,6.194090172,22.06207161,muskmelon
10,56,18,27.99627907,68.6428593,7.32710972,46.10585191,lentil
19,15,34,26.29644905,99.65809151,5.685889066,215.9195049,coconut
129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton
65,60,43,21.97199397,81.89918197,5.658169482,227.3637009,rice
118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
84,18,46,27.08808014,93.42402083,6.781050373,25.32159689,muskmelon
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans
31,13,33,27.63834933,95.48763389,5.85971872,205.5463111,coconut
20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
37,55,82,19.45591848,18.02235902,8.423873703,78.44910564,chickpea
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya
24,80,19,29.67892453,69.0854554,6.808041722,65.66436565,blackgram
33,139,203,33.34214482,82.51034633,5.693287415,70.68098614,grapes
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton
41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
11,18,42,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
35,142,203,21.17089176,90.23730166,5.895319002,123.6495149,apple
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize
115,11,46,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
36,140,198,23.34386401,91.47684705,6.28188384,104.4267991,apple
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
32,78,22,23.97081395,62.35557553,7.007037515,53.40906048,lentil
2,38,18,27.53632932,89.92908171,6.619891498,45.48591922,mungbean
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
37,124,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
0,29,32,28.05912437,98.3670985,5.868255858,171.6516396,coconut
89,11,47,29.78714005,94.65343534,6.327822962,27.8659442,muskmelon
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice
76,44,17,20.41683147,62.5542482,5.855442401,65.27798457,maize
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
11,6,25,28.69164799,96.65248672,6.081568052,178.9635457,coconut
24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes
18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
101,37,18,22.92360984,82.68738535,7.63737841,92.91915074,cotton
3,26,39,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
24,44,17,29.8596912,80.03499648,6.666380512,50.66487502,mungbean
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
28,27,32,28.94099669,93.00109012,5.764615485,191.7723087,coconut
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
1,29,29,27.32961444,49.30347234,6.052026047,93.53197359,mango
87,21,52,27.3506296,94.2911951,6.067665498,27.21244021,muskmelon
8,26,26,25.54759871,91.64194826,5.702484758,212.867626,coconut
5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
17,136,196,23.87192332,90.49939035,5.882155988,103.0548094,apple
81,18,50,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
98,7,45,27.79161808,92.51054946,6.157724816,26.85422624,muskmelon
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
31,30,29,26.58580443,90.98617591,5.558807063,178.8116076,coconut
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize
81,41,38,22.67846116,83.72874389,7.524080076,200.9133156,rice
84,36,28,26.7350622,55.55164819,6.119892347,140.6305213,coffee
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute
9,48,20,29.66461594,84.28187572,6.377568542,56.09542002,mungbean
106,85,53,27.1994597,78.8086068,5.91505509,99.72430835,banana
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize
18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,mungbean
109,10,53,26.81938687,87.8274604,6.551750306,46.06193778,watermelon
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
22,80,20,23.00884744,18.86880997,5.669560726,100.118612,kidneybeans
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple
106,46,20,23.43821725,78.63388824,6.200671976,81.15072105,cotton
2,78,23,21.31852148,66.43934593,7.320514721,45.42616802,lentil
2,30,30,26.00175125,94.79998418,6.331051715,209.540094,coconut
74,39,38,23.24113501,84.59201843,7.782051313,233.0453455,rice
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
22,18,31,30.7645515,47.93791463,5.956027059,90.38503469,mango
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon
106,49,24,23.03887865,76.47039772,6.983395573,90.64770699,cotton
30,61,18,27.14911056,67.02664337,6.157782589,52.50812701,lentil
29,77,75,17.50361137,15.48083156,7.778591618,72.9446671,chickpea
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange
9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice
120,20,34,23.56960509,50.56339727,6.906124587,130.3797119,coffee
25,7,35,28.38503882,99.18843684,5.55771171,189.6711349,coconut
132,52,19,24.16402322,76.7433897,6.436691764,61.94626051,cotton
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
15,36,27,27.78912455,53.96886679,5.643710216,91.01152997,mango
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
54,62,80,17.48911699,16.39055394,7.489545074,79.45758333,chickpea
22,16,27,29.1797902,90.27214288,6.006784979,188.9252083,coconut
113,38,25,22.00085141,79.47270984,7.388265888,90.42224164,cotton
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
27,10,33,27.81132822,97.48410555,6.465906333,154.0621221,coconut
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize
21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
19,79,19,20.06003985,67.76252583,6.677262562,42.89509057,lentil
105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
93,83,46,29.38254012,83.50423735,5.765308943,109.2486647,banana
20,72,19,32.47648301,64.34848735,7.397190844,65.820457,blackgram
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,mungbean
60,51,36,22.69657794,82.81088865,6.028321558,256.9964761,rice
8,26,36,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee
11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,kidneybeans
25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,kidneybeans
19,38,26,31.48451729,48.77926304,4.525722333,93.17221967,mango
92,81,52,27.39341554,81.4654833,6.438137279,94.31102057,banana
16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,pigeonpeas
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,maize
31,6,26,29.12859129,91.30924833,5.741367375,157.2388553,coconut
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,kidneybeans
6,125,204,27.92004934,82.93262435,5.733539807,69.92092839,grapes
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,mungbean
84,29,49,29.94349168,93.90741192,6.251420275,20.39020503,muskmelon
70,47,17,24.6129118,70.4162444,6.600827017,104.1626147,maize
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
93,26,27,24.59245684,56.46829641,7.288211994,137.7044047,coffee
32,73,81,20.45078582,15.40312102,5.988992796,92.68373702,chickpea
82,20,54,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
35,131,203,22.42776057,93.91722423,5.893490899,102.7230739,apple
8,120,201,21.18667419,91.13435689,6.321152192,122.233323,apple
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans
96,18,50,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
31,58,15,28.31886863,60.19461399,6.167855382,45.36521251,lentil
1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,mungbean
1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
26,68,24,28.04849594,64.07691942,7.504930973,37.15824966,lentil
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,mothbeans
26,121,201,22.19109412,90.02575116,6.162034371,112.3126628,apple
48,62,15,25.36586097,66.6379724,7.538631462,65.81655892,blackgram
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
105,60,23,23.53371386,77.21705554,6.207652157,87.54004943,cotton
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
47,79,78,17.48395377,14.76014523,6.609696734,65.11365631,chickpea
81,30,31,24.65090184,51.93952357,7.027585559,135.1386537,coffee
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,mungbean
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
102,11,47,27.98780984,92.78226196,6.504906979,27.14509034,muskmelon
38,60,20,29.84823072,60.63872613,7.491217102,46.80452595,lentil
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
2,75,22,23.89271875,61.78779413,6.658605362,52.55730112,lentil
100,74,52,25.43480512,81.53977797,5.837258235,96.47800391,banana
20,7,9,29.47741671,91.57802915,7.129136941,111.1727497,orange
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,mungbean
13,7,43,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas
8,139,199,29.36947679,81.53996362,6.336426667,66.13442813,grapes
22,144,196,21.91191314,91.68748063,6.499226821,117.0761277,apple
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil
98,79,50,25.34119774,84.47321314,6.435917308,91.06493353,banana
20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,kidneybeans
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,mothbeans
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize
30,120,200,38.06099482,82.24729637,6.234904253,65.70148216,grapes
87,54,20,25.61707368,63.4711755,6.576418207,108.8303762,maize
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute
31,136,197,31.11047251,83.34010951,5.653776058,71.43001582,grapes
0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
96,86,51,29.90888522,76.98740841,6.257369799,91.99964712,banana
0,123,205,22.02775403,92.96129462,5.790993052,121.1349176,apple
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute
28,37,28,32.13409675,50.52559148,6.097869767,98.63333684,mango
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,mungbean
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
90,15,52,27.04927452,91.3821731,6.448061578,23.65747461,muskmelon
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes
93,22,48,29.12533739,91.52291141,6.776987974,21.90440445,muskmelon
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute
37,71,16,26.28663931,68.51966729,7.324863481,46.13833007,lentil
93,81,50,27.71822477,76.57853189,6.036079266,102.2099836,banana
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon
28,67,21,21.79792649,63.73086065,6.250994223,46.62370222,lentil
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
20,60,25,27.3254209,69.09047809,6.726469088,61.19250859,blackgram
9,17,32,25.94951662,93.40548703,5.842317989,172.0540491,coconut
126,46,25,24.43847399,81.69801729,6.757457943,60.79645852,cotton
35,140,197,16.77557314,82.75241875,6.106190557,66.76285469,grapes
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,mothbeans
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute
78,58,15,25.00933355,67.816568,6.528631266,62.91359494,maize
15,6,41,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
66,60,38,22.08576562,83.47038318,6.372576327,231.7364957,rice
103,42,17,24.29470232,84.61527627,6.527541661,81.05902285,cotton
85,95,47,25.94019018,78.3422098,6.211833161,119.84797,banana
117,43,25,24.68854799,78.51206972,7.839849298,69.31153566,cotton
17,11,32,28.74013335,93.39676499,5.620733794,156.7650823,coconut
29,16,36,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
107,71,55,29.42017919,83.96754496,6.088064451,117.229079,banana
27,73,79,19.16288268,15.83500655,7.354973451,82.69766829,chickpea
95,30,52,29.48069921,90.33698678,6.640470863,26.0365768,muskmelon
72,41,36,26.50838667,86.84264005,6.065898283,152.9801697,jute
44,74,85,20.18649426,19.63719995,7.150681303,78.26039559,chickpea
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute
120,24,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice
117,51,15,22.9535715,78.71555832,6.044556594,99.75336197,cotton
39,16,27,35.53845018,52.94641947,4.934964765,91.54560427,mango
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
28,58,81,17.47500984,16.54314829,6.18042747,93.35034262,chickpea
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
8,28,37,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee
39,77,21,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean
111,53,19,23.96436009,78.02763149,6.419536555,84.63148859,cotton
39,7,29,27.54273211,94.59086121,6.362544111,150.2012138,coconut
38,14,30,26.92449525,91.20106019,5.570745386,194.9022136,coconut
18,9,40,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
109,36,18,25.40059227,76.53237965,7.524707577,62.5138867,cotton
38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,banana
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
17,59,17,18.4167001,23.42829938,5.689858133,132.9801054,kidneybeans
6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,pigeonpeas
34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,kidneybeans
57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
21,21,30,27.69819273,51.41593238,5.403908328,100.7720705,mango
6,13,29,27.31155708,99.96906006,5.832608028,201.8258633,coconut
117,30,50,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
37,36,27,27.5529736,47.90859131,5.910634533,90.40332704,mango
32,12,30,25.39241091,98.08951196,5.579845008,218.080385,coconut
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,apple
38,138,204,25.11108456,83.25447587,6.325480034,73.01026829,grapes
113,28,48,28.87726019,92.48839665,6.170520518,24.44267592,muskmelon
5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,kidneybeans
9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean
2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize
34,6,27,25.84726298,90.92669463,5.860740481,147.8888994,coconut
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
107,22,54,27.99611732,90.84660317,6.630301421,21.61893763,muskmelon
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute
6,9,12,31.08368929,90.14362642,7.028746406,109.6894658,orange
89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee
83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
83,22,54,25.89762315,81.96664832,6.277245254,54.49960057,watermelon
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice
111,87,48,26.3985515,81.36028902,5.571401169,98.16752001,banana
118,50,19,22.95604064,82.33733678,6.360812227,66.48339303,cotton
102,11,45,29.03167341,93.12603235,6.35544263,24.15591199,muskmelon
59,62,83,18.57665902,19.22008229,8.104396058,72.94940441,chickpea
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
11,132,197,15.99050693,81.23966573,5.734317007,74.40198861,grapes
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee
81,18,50,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
101,75,50,26.59386409,81.40740301,6.242528278,109.9825551,banana
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange
1,30,29,28.33333307,51.39586505,6.434197756,91.67241761,mango
82,78,46,25.05802193,84.97323747,5.738678895,110.4408803,banana
1,6,35,27.02269204,95.71935435,6.231662767,147.1682459,coconut
91,38,36,26.5232969,77.17331847,7.287318723,157.8548562,jute
18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas
5,25,6,30.72119881,94.01331956,6.011302181,106.8118019,orange
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango
9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans
99,12,52,28.69708334,94.30759855,6.002927293,22.21807088,muskmelon
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice
6,77,20,25.78746268,60.2816298,6.058306161,49.14337177,lentil
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute
38,60,76,18.65054116,17.80852431,8.868741443,77.92798682,chickpea
17,136,195,41.20733624,81.61051026,6.389783283,65.90227462,grapes
18,30,29,26.7627493,92.86056895,6.420018717,224.5903664,coconut
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
31,40,22,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
